"Product Id","Variant Id","Handle","Title","Body (Html)","Vendor","Type","Tags","Published","Option Fulfill Value","Custom Option","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Variant Sku","Variant Grams","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Image Src","Image Position","Image Alt Text","Gift Card","Google Shopping / Mpn","Google Shopping / Age Group","Google Shopping / Gender","Google Shopping / Google Product Category","Seo Title","Seo Description","Google Shopping / Adwords Grouping","Google Shopping / Adwords Labels","Google Shopping / Condition","Google Shopping / Custom Product","Google Shopping / Custom Label 0","Google Shopping / Custom Label 1","Google Shopping / Custom Label 2","Google Shopping / Custom Label 3","Google Shopping / Custom Label 4","Variant Image","Variant Weight Unit","Variant Tax Code","Cost Per Item","Available On Listing Pages","Available On Sitemap Files","Template","Shipping Profile Name","Variant Tag","Facebook Pixel Id","Facebook Access Token","Product Stock Status","Shipping Fee","Base Cost Variant"
"'1000000497522484'","'1000011323290099'","htx-fierstline","PREMIUM HTX first line","<p>There are two different ways to wear - you can wear it as sandals or flip flop. Constructed with lightweight and soft material.</p>
<ul>
<li>The upper is made of EVA</li>
<li>Feature: Anti-Slippery, Hard-Wearing, Quick-Drying</li>
<li>Perfect for indoor or outdoor use.</li>
<li>Custom area is the vamp and the tape.</li>
<li>This product is made on demand. </li>
<li>Multiple shipping options available, and cost varies on time efficiency<img src=""https://img.thesitebase.net/files/10285049/2022/08/19/1660898614aa43b54437.jpeg"" alt=""""/></li>
<li><strong>Size Kids</strong><strong><img src=""https://img.shopbase.com/files/10285049/2022/08/23/16612422771af360b081.jpeg"" alt=""""/></strong></li>
</ul>",,,"track-id-1000000497521562,ajb","TRUE",,"[]","Size","4 Men/5 Women","Color","White",,,"htx-fierstline",0,,,"continue","manual",39.99,44.99,"true","TRUE",,"https://img.btdmp.com/10446/10446658/products/origin/1704709266812.jpg",1,,,,,,,,,,,,,,,,,,,"lb",,0,"TRUE","TRUE","Default",,"track-id-1000011323284283",,,,,
"'1000000497522484'","'1000011323290100'","htx-fierstline",,,,,,,,,,"4.5 Men/6 Women",,"White",,,"htx-fierstline",0,,,"continue","manual",39.99,44.99,"true","TRUE",,"https://img.btdmp.com/10446/10446658/products/origin/1704709266801.jpg",2,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000011323284284",,,,0,0
"'1000000497522484'","'1000011323290101'","htx-fierstline",,,,,,,,,,"5 Men/7 Women",,"White",,,"htx-fierstline",0,,,"continue","manual",39.99,44.99,"true","TRUE",,"https://img.btdmp.com/10446/10446658/products/origin/1704709266822.jpg",3,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000011323284285",,,,0,0
"'1000000497522484'","'1000011323290102'","htx-fierstline",,,,,,,,,,"6 Men/8 Women",,"White",,,"htx-fierstline",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000011323284286",,,,0,0
"'1000000497522484'","'1000011323290103'","htx-fierstline",,,,,,,,,,"7 Men/9 Women",,"White",,,"htx-fierstline",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000011323284287",,,,0,0
"'1000000497522484'","'1000011323290104'","htx-fierstline",,,,,,,,,,"8 Men/10 Women",,"White",,,"htx-fierstline",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000011323284288",,,,0,0
"'1000000497522484'","'1000011323290105'","htx-fierstline",,,,,,,,,,"9 Men/11 Women",,"White",,,"htx-fierstline",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000011323284289",,,,0,0
"'1000000497522484'","'1000011323290106'","htx-fierstline",,,,,,,,,,"10 Men/12 Women",,"White",,,"htx-fierstline",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000011323284290",,,,0,0
"'1000000497522484'","'1000011323290107'","htx-fierstline",,,,,,,,,,"10.5 Men",,"White",,,"htx-fierstline",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000011323284291",,,,0,0
"'1000000497522484'","'1000011323290108'","htx-fierstline",,,,,,,,,,"11 Men",,"White",,,"htx-fierstline",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000011323284292",,,,0,0
"'1000000497522484'","'1000011323290109'","htx-fierstline",,,,,,,,,,"11.5 Men",,"White",,,"htx-fierstline",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000011323284293",,,,0,0
"'1000000497522484'","'1000011323290110'","htx-fierstline",,,,,,,,,,"12 Men",,"White",,,"htx-fierstline",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000011323284294",,,,0,0
"'1000000497522484'","'1000011323290111'","htx-fierstline",,,,,,,,,,"13 Men",,"White",,,"htx-fierstline",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000011323284295",,,,0,0
"'1000000497522484'","'1000011323290112'","htx-fierstline",,,,,,,,,,"9 Kid",,"White",,,"htx-fierstline",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000011323284296",,,,0,0
"'1000000497522484'","'1000011323290113'","htx-fierstline",,,,,,,,,,"10 Kid",,"White",,,"htx-fierstline",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000011323284297",,,,0,0
"'1000000497522484'","'1000011323290114'","htx-fierstline",,,,,,,,,,"11 Kid",,"White",,,"htx-fierstline",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000011323284298",,,,0,0
"'1000000497522484'","'1000011323290115'","htx-fierstline",,,,,,,,,,"12 Kid",,"White",,,"htx-fierstline",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000011323284299",,,,0,0
"'1000000497522484'","'1000011323290116'","htx-fierstline",,,,,,,,,,"13 Kid",,"White",,,"htx-fierstline",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000011323284300",,,,0,0
"'1000000497522484'","'1000011323290117'","htx-fierstline",,,,,,,,,,"1 Youth",,"White",,,"htx-fierstline",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000011323284301",,,,0,0
"'1000000480212892'","'1000010771412948'","crs-fag-na-030809","PREMIUM FAG CRS NA","<p>There are two different ways to wear - you can wear it as sandals or flip flop. Constructed with lightweight and soft material.</p>
<ul>
<li>The upper is made of EVA</li>
<li>Feature: Anti-Slippery, Hard-Wearing, Quick-Drying</li>
<li>Perfect for indoor or outdoor use.</li>
<li>Custom area is the vamp and the tape.</li>
<li>This product is made on demand.&nbsp;</li>
<li>Multiple shipping options available, and cost varies on time efficiency<img src=""https://img.thesitebase.net/files/10285049/2022/08/19/1660898614aa43b54437.jpeg"" alt="""" /></li>
<li><strong>Size Kids</strong><strong><img src=""https://img.shopbase.com/files/10285049/2022/08/23/16612422771af360b081.jpeg"" alt="""" /></strong></li>
</ul>",,,"fag,track-id-1000000479266890,cts","TRUE",,"[]","Size","4 Men/5 Women","Color","White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,"https://img.btdmp.com/10446/10446658/products/origin/169200401228c7b78ce8.jpg",1,,,,,,,,,,,,,,,,,,,"lb",,0,"TRUE","TRUE","Default",,"track-id-1000010757204007",,,,,
"'1000000480212892'","'1000010771412949'","crs-fag-na-030809",,,,,,,,,,"4.5 Men/6 Women",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,"https://img.btdmp.com/10446/10446658/products/origin/1692004012358cf2fc70.jpg",2,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010757204008",,,,0,0
"'1000000480212892'","'1000010771412950'","crs-fag-na-030809",,,,,,,,,,"5 Men/7 Women",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,"https://img.btdmp.com/10446/10446658/products/origin/1692004012af1b5039f1.jpg",3,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010757204009",,,,0,0
"'1000000480212892'","'1000010771412951'","crs-fag-na-030809",,,,,,,,,,"6 Men/8 Women",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010757204010",,,,0,0
"'1000000480212892'","'1000010771412952'","crs-fag-na-030809",,,,,,,,,,"7 Men/9 Women",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010757204011",,,,0,0
"'1000000480212892'","'1000010771412953'","crs-fag-na-030809",,,,,,,,,,"8 Men/10 Women",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010757204012",,,,0,0
"'1000000480212892'","'1000010771412954'","crs-fag-na-030809",,,,,,,,,,"9 Men/11 Women",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010757204013",,,,0,0
"'1000000480212892'","'1000010771412955'","crs-fag-na-030809",,,,,,,,,,"10 Men/12 Women",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010757204014",,,,0,0
"'1000000480212892'","'1000010771412956'","crs-fag-na-030809",,,,,,,,,,"10.5 Men",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010757204015",,,,0,0
"'1000000480212892'","'1000010771412957'","crs-fag-na-030809",,,,,,,,,,"11 Men",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010757204016",,,,0,0
"'1000000480212892'","'1000010771412958'","crs-fag-na-030809",,,,,,,,,,"11.5 Men",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010757204017",,,,0,0
"'1000000480212892'","'1000010771412959'","crs-fag-na-030809",,,,,,,,,,"12 Men",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010757204018",,,,0,0
"'1000000480212892'","'1000010771412960'","crs-fag-na-030809",,,,,,,,,,"13 Men",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010757204019",,,,0,0
"'1000000480212892'","'1000010771412961'","crs-fag-na-030809",,,,,,,,,,"9 Kid",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010757204020",,,,0,0
"'1000000480212892'","'1000010771412962'","crs-fag-na-030809",,,,,,,,,,"10 Kid",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010757204021",,,,0,0
"'1000000480212892'","'1000010771412963'","crs-fag-na-030809",,,,,,,,,,"11 Kid",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010757204022",,,,0,0
"'1000000480212892'","'1000010771412964'","crs-fag-na-030809",,,,,,,,,,"12 Kid",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010757204023",,,,0,0
"'1000000480212892'","'1000010771412965'","crs-fag-na-030809",,,,,,,,,,"13 Kid",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010757204024",,,,0,0
"'1000000480212892'","'1000010771412966'","crs-fag-na-030809",,,,,,,,,,"1 Youth",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010757204025",,,,0,0
"'1000000480212899'","'1000010771413588'","crs-pkm-na-040803","PREMIUM PKM CRS NA","<p>There are two different ways to wear - you can wear it as sandals or flip flop. Constructed with lightweight and soft material.</p>
<ul>
<li>The upper is made of EVA</li>
<li>Feature: Anti-Slippery, Hard-Wearing, Quick-Drying</li>
<li>Perfect for indoor or outdoor use.</li>
<li>Custom area is the vamp and the tape.</li>
<li>This product is made on demand.&nbsp;</li>
<li>Multiple shipping options available, and cost varies on time efficiency<img src=""https://img.thesitebase.net/files/10285049/2022/08/19/1660898614aa43b54437.jpeg"" alt="""" /></li>
<li><strong>Size Kids</strong><strong><img src=""https://img.shopbase.com/files/10285049/2022/08/23/16612422771af360b081.jpeg"" alt="""" /></strong></li>
</ul>",,,"pkm,track-id-1000000479276316,anm","TRUE",,"[]","Size","4 Men/5 Women","Color","White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,"https://img.btdmp.com/10446/10446658/products/origin/16920040141d48aaeed4.jpg",1,,,,,,,,,,,,,,,,,,,"lb",,0,"TRUE","TRUE","Default",,"track-id-1000010757529158",,,,,
"'1000000480212899'","'1000010771413589'","crs-pkm-na-040803",,,,,,,,,,"4.5 Men/6 Women",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,"https://img.btdmp.com/10446/10446658/products/origin/16920040149d84ea4626.jpg",2,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010757529159",,,,0,0
"'1000000480212899'","'1000010771413590'","crs-pkm-na-040803",,,,,,,,,,"5 Men/7 Women",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,"https://img.btdmp.com/10446/10446658/products/origin/16920040141dbbae5214.jpg",3,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010757529160",,,,0,0
"'1000000480212899'","'1000010771413591'","crs-pkm-na-040803",,,,,,,,,,"6 Men/8 Women",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010757529161",,,,0,0
"'1000000480212899'","'1000010771413592'","crs-pkm-na-040803",,,,,,,,,,"7 Men/9 Women",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010757529162",,,,0,0
"'1000000480212899'","'1000010771413593'","crs-pkm-na-040803",,,,,,,,,,"8 Men/10 Women",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010757529163",,,,0,0
"'1000000480212899'","'1000010771413594'","crs-pkm-na-040803",,,,,,,,,,"9 Men/11 Women",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010757529164",,,,0,0
"'1000000480212899'","'1000010771413595'","crs-pkm-na-040803",,,,,,,,,,"10 Men/12 Women",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010757529165",,,,0,0
"'1000000480212899'","'1000010771413596'","crs-pkm-na-040803",,,,,,,,,,"10.5 Men",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010757529166",,,,0,0
"'1000000480212899'","'1000010771413597'","crs-pkm-na-040803",,,,,,,,,,"11 Men",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010757529167",,,,0,0
"'1000000480212899'","'1000010771413598'","crs-pkm-na-040803",,,,,,,,,,"11.5 Men",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010757529168",,,,0,0
"'1000000480212899'","'1000010771413599'","crs-pkm-na-040803",,,,,,,,,,"12 Men",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010757529169",,,,0,0
"'1000000480212899'","'1000010771413600'","crs-pkm-na-040803",,,,,,,,,,"13 Men",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010757529170",,,,0,0
"'1000000480212899'","'1000010771413601'","crs-pkm-na-040803",,,,,,,,,,"9 Kid",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010757529171",,,,0,0
"'1000000480212899'","'1000010771413602'","crs-pkm-na-040803",,,,,,,,,,"10 Kid",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010757529172",,,,0,0
"'1000000480212899'","'1000010771413603'","crs-pkm-na-040803",,,,,,,,,,"11 Kid",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010757529173",,,,0,0
"'1000000480212899'","'1000010771413604'","crs-pkm-na-040803",,,,,,,,,,"12 Kid",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010757529174",,,,0,0
"'1000000480212899'","'1000010771413605'","crs-pkm-na-040803",,,,,,,,,,"13 Kid",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010757529175",,,,0,0
"'1000000480212899'","'1000010771413606'","crs-pkm-na-040803",,,,,,,,,,"1 Youth",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010757529176",,,,0,0
"'1000000480212903'","'1000010771413883'","crs-cpsb-tt-070801","PREMIUM CPSB CRS TT","<p>There are two different ways to wear - you can wear it as sandals or flip flop. Constructed with lightweight and soft material.</p>
<ul>
<li>The upper is made of EVA</li>
<li>Feature: Anti-Slippery, Hard-Wearing, Quick-Drying</li>
<li>Perfect for indoor or outdoor use.</li>
<li>Custom area is the vamp and the tape.</li>
<li>This product is made on demand.&nbsp;</li>
<li>Multiple shipping options available, and cost varies on time efficiency<img src=""https://img.thesitebase.net/files/10285049/2022/08/19/1660898614aa43b54437.jpeg"" alt="""" /></li>
<li><strong>Size Kids</strong><strong><img src=""https://img.shopbase.com/files/10285049/2022/08/23/16612422771af360b081.jpeg"" alt="""" /></strong></li>
</ul>",,,"hlw,track-id-1000000479356594","TRUE",,"[]","Size","4 Men/5 Women","Color","White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,"https://img.btdmp.com/10446/10446658/products/origin/169200401535f1d3f372.jpg",1,,,,,,,,,,,,,,,,,,,"lb",,0,"TRUE","TRUE","Default",,"track-id-1000010760710940",,,,,
"'1000000480212903'","'1000010771413884'","crs-cpsb-tt-070801",,,,,,,,,,"4.5 Men/6 Women",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,"https://img.btdmp.com/10446/10446658/products/origin/16920040159458e1eb90.jpg",2,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010760710941",,,,0,0
"'1000000480212903'","'1000010771413885'","crs-cpsb-tt-070801",,,,,,,,,,"5 Men/7 Women",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,"https://img.btdmp.com/10446/10446658/products/origin/1692004015de775c722a.jpg",3,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010760710942",,,,0,0
"'1000000480212903'","'1000010771413886'","crs-cpsb-tt-070801",,,,,,,,,,"6 Men/8 Women",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010760710943",,,,0,0
"'1000000480212903'","'1000010771413887'","crs-cpsb-tt-070801",,,,,,,,,,"7 Men/9 Women",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010760710944",,,,0,0
"'1000000480212903'","'1000010771413888'","crs-cpsb-tt-070801",,,,,,,,,,"8 Men/10 Women",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010760710945",,,,0,0
"'1000000480212903'","'1000010771413889'","crs-cpsb-tt-070801",,,,,,,,,,"9 Men/11 Women",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010760710946",,,,0,0
"'1000000480212903'","'1000010771413890'","crs-cpsb-tt-070801",,,,,,,,,,"10 Men/12 Women",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010760710947",,,,0,0
"'1000000480212903'","'1000010771413891'","crs-cpsb-tt-070801",,,,,,,,,,"10.5 Men",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010760710948",,,,0,0
"'1000000480212903'","'1000010771413892'","crs-cpsb-tt-070801",,,,,,,,,,"11 Men",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010760710949",,,,0,0
"'1000000480212903'","'1000010771413893'","crs-cpsb-tt-070801",,,,,,,,,,"11.5 Men",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010760710950",,,,0,0
"'1000000480212903'","'1000010771413894'","crs-cpsb-tt-070801",,,,,,,,,,"12 Men",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010760710951",,,,0,0
"'1000000480212903'","'1000010771413895'","crs-cpsb-tt-070801",,,,,,,,,,"13 Men",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010760710952",,,,0,0
"'1000000480212903'","'1000010771413896'","crs-cpsb-tt-070801",,,,,,,,,,"9 Kid",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010760710953",,,,0,0
"'1000000480212903'","'1000010771413897'","crs-cpsb-tt-070801",,,,,,,,,,"10 Kid",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010760710954",,,,0,0
"'1000000480212903'","'1000010771413898'","crs-cpsb-tt-070801",,,,,,,,,,"11 Kid",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010760710955",,,,0,0
"'1000000480212903'","'1000010771413899'","crs-cpsb-tt-070801",,,,,,,,,,"12 Kid",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010760710956",,,,0,0
"'1000000480212903'","'1000010771413900'","crs-cpsb-tt-070801",,,,,,,,,,"13 Kid",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010760710957",,,,0,0
"'1000000480212903'","'1000010771413901'","crs-cpsb-tt-070801",,,,,,,,,,"1 Youth",,"White",,,"CRS-FRSR-TL-23731L13",0,,,"continue","manual",39.99,44.99,"true","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",,0,,,,,"track-id-1000010760710958",,,,0,0
